variant,scenario,cache,wallMs,userSeconds,systemSeconds,maxRssBytes,lintRequests,observedSpawns,nodeStarts,logBytes,exitCode,outcome
candidate,write,cold,1884.0445419999887,2.4,0.42,478232576,1,5,7,0,0,diagnostic
candidate,write,cold,1897.6167910000077,2.44,0.41,475643904,1,5,7,0,0,diagnostic
old,write,cold,644.0054590000072,0.15,0.02,99827712,1,5,6,114,0,timeout
old,write,cold,640.5870409999916,0.15,0.02,99450880,1,5,6,114,0,timeout
candidate,write,cold,1888.0631670000148,2.42,0.41,479150080,1,5,7,0,0,diagnostic
candidate,write,cold,1932.741624999995,2.45,0.41,477904896,1,5,7,0,0,diagnostic
old,write,cold,640.7212090000103,0.15,0.02,99745792,1,5,6,114,0,timeout
old,write,cold,649.1599580000038,0.16,0.02,99745792,1,5,6,114,0,timeout
candidate,write,cold,1874.2664159999986,2.39,0.41,480673792,1,5,7,0,0,diagnostic
candidate,write,cold,1895.2317080000066,2.42,0.42,480772096,1,5,7,0,0,diagnostic
old,write,cold,652.8769159999792,0.15,0.02,99598336,1,5,6,114,0,timeout
old,write,cold,644.2875420000055,0.15,0.02,99794944,1,5,6,114,0,timeout
candidate,write,cold,1887.2828330000048,2.42,0.41,478937088,1,5,7,0,0,diagnostic
candidate,write,cold,1895.1172919999808,2.42,0.4,474873856,1,5,7,0,0,diagnostic
old,write,cold,651.4499170000199,0.15,0.02,99581952,1,5,6,114,0,timeout
old,write,cold,650.0267500000191,0.15,0.02,99450880,1,5,6,114,0,timeout
candidate,write,cold,1890.8143330000166,2.41,0.41,479543296,1,5,7,0,0,diagnostic
candidate,write,cold,1961.499582999997,2.56,0.45,483278848,1,5,7,0,0,diagnostic
old,write,cold,644.2287499999802,0.16,0.02,99713024,1,5,6,114,0,timeout
old,write,cold,643.2675000000163,0.16,0.02,99614720,1,5,6,114,0,timeout
candidate,write,cold,1962.5917499999923,2.5,0.44,479576064,1,5,7,0,0,diagnostic
candidate,write,cold,1872.8536669999885,2.41,0.41,479346688,1,5,7,0,0,diagnostic
old,write,cold,646.8083329999936,0.15,0.02,99811328,1,5,6,114,0,timeout
old,write,cold,647.2928749999846,0.15,0.02,99532800,1,5,6,114,0,timeout
candidate,write,cold,1894.4838750000054,2.41,0.41,478560256,1,5,7,0,0,diagnostic
candidate,write,cold,1890.6824589999742,2.42,0.41,478724096,1,5,7,0,0,diagnostic
old,write,cold,643.1638749999984,0.15,0.02,99598336,1,5,6,114,0,timeout
old,write,cold,648.8992919999873,0.15,0.02,99516416,1,5,6,114,0,timeout
candidate,write,cold,1923.2435839999816,2.44,0.42,454475776,1,5,7,0,0,diagnostic
candidate,write,cold,1896.6729160000104,2.47,0.4,436584448,1,5,7,0,0,diagnostic
old,write,cold,644.0107079999871,0.16,0.02,99729408,1,5,6,114,0,timeout
old,write,cold,648.5082090000215,0.15,0.02,99680256,1,5,6,114,0,timeout
candidate,write,cold,1874.1098750000237,2.4,0.42,477544448,1,5,7,0,0,diagnostic
candidate,write,cold,1875.3198329999868,2.4,0.41,497369088,1,5,7,0,0,diagnostic
old,write,cold,644.7330000000075,0.15,0.02,99483648,1,5,6,114,0,timeout
